State,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
Montana,Park,16,0,2,,0,14,80,8,65,7,0
Montana,Phillips,11,0,1,,0,10,39,5,31,3,0
Montana,Pondera,1,0,1,,0,0,10,0,9,1,0
Montana,Powder River,0,0,0,,0,0,9,0,8,1,0
Montana,Powell,8,0,2,,0,6,17,5,10,2,0
Montana,Prairie,3,0,0,,0,3,12,1,6,5,0
Montana,Ravalli,61,0,7,,2,52,246,33,207,6,1
Montana,Richland,15,0,4,,0,11,70,10,50,10,0
Montana,Roosevelt,53,2,0,,0,51,43,12,25,6,0
Montana,Rosebud,5,0,1,,0,4,27,6,15,6,0
Montana,Sanders,14,0,4,,1,9,58,11,44,3,2
Montana,Sheridan,6,0,0,,0,6,57,5,52,0,1
Montana,Silver Bow,98,0,10,,3,85,1738,210,1372,156,1
Montana,Stillwater,17,0,7,,0,10,46,17,22,7,1
Montana,Sweet Grass,5,3,0,,0,2,12,0,10,2,0
Montana,Teton,19,0,2,,1,16,50,23,22,5,0
Montana,Toole,22,0,3,,0,19,72,8,60,4,1
Montana,Treasure,0,0,0,,0,0,1,0,0,1,0
Montana,Valley,8,1,2,,0,5,9,4,5,0,0
Montana,Wheatland,10,0,1,,0,9,6,1,4,1,0
Montana,Wibaux,0,0,0,,0,0,2,0,2,0,0
Nebraska,Cass,23,0,9,,0,14,202,39,146,17,0
Nebraska,Dakota,18,1,1,,3,13,69,17,43,9,0
Nebraska,Dixon,3,0,2,,0,1,47,12,30,5,1
Nebraska,Douglas,159,2,12,,9,136,663,193,402,68,3
Nebraska,Hall,33,0,1,,0,32,144,42,88,14,2
Nebraska,Hamilton,8,0,2,,0,6,40,15,17,8,0
Nebraska,Lancaster,22,0,7,,0,15,200,59,129,12,1
Nebraska,Merrick,4,0,1,,0,3,10,3,6,1,0
Nebraska,Sarpy,52,0,9,,8,35,826,90,649,87,0
Nebraska,Saunders,10,0,3,,0,7,72,28,33,11,1
Nebraska,Seward,8,0,3,,0,5,27,8,16,3,1
Nebraska,Washington,4,0,1,,0,3,60,6,47,7,0
Nebraska,Adams,6,0,3,,0,3,87,29,48,10,3
Nebraska,Antelope,9,0,2,,0,7,19,2,16,1,0
Nebraska,Arthur,0,0,0,,0,0,0,0,0,0,0
Nebraska,Box Butte,1,0,0,,0,1,14,5,7,2,0
Nebraska,Brown,0,0,0,,0,0,25,11,12,2,0
Nebraska,Buffalo,10,0,6,,0,4,109,16,84,9,1
Nebraska,Burt,2,0,1,,0,1,21,5,16,0,0
Nebraska,Butler,5,0,2,,0,3,14,4,9,1,0
Nebraska,Cedar,2,0,1,,0,1,23,0,20,3,0
Nebraska,Chase,2,0,0,,0,2,7,0,6,1,0
Nebraska,Cherry,0,0,0,,0,0,13,3,10,0,0
Nebraska,Cheyenne,4,0,2,,0,2,15,4,8,3,0
Nebraska,Clay,6,0,0,,0,6,15,10,1,4,0
Nebraska,Colfax,5,0,4,,1,0,26,1,21,4,0
Nebraska,Cuming,1,0,0,,0,1,14,5,7,2,0
Nebraska,Custer,6,0,2,,0,4,68,21,42,5,0
Nebraska,Dawes,2,0,0,,0,2,11,3,8,0,0
Nebraska,Dawson,8,1,2,,0,5,50,9,37,4,0
Nebraska,Dodge,19,0,7,,2,10,98,20,68,10,0
Nebraska,Fillmore,1,0,0,,0,1,15,6,7,2,0
Nebraska,Franklin,2,0,0,,0,2,7,3,2,2,0
Nebraska,Furnas,3,0,0,,0,3,60,19,39,2,0
Nebraska,Gage,25,0,5,,0,20,108,67,39,2,1
Nebraska,Garfield,0,0,0,,0,0,0,0,0,0,0
Nebraska,Gosper,2,0,0,,0,2,11,4,6,1,0
Nebraska,Hayes,3,0,1,,0,2,4,0,4,0,0
Nebraska,Hitchcock,4,1,3,,0,0,20,8,11,1,1
Nebraska,Holt,2,0,1,,0,1,11,1,8,2,0
Nebraska,Hooker,0,0,0,,0,0,2,0,2,0,0
Nebraska,Kearney,3,0,0,,0,3,39,12,25,2,0
Nebraska,Keith,2,0,1,,0,1,20,7,11,2,0
Nebraska,Keya Paha,0,0,0,,0,0,1,0,0,1,0
Nebraska,Kimball,0,0,0,,0,0,14,3,9,2,0
Nebraska,Knox,2,0,0,,0,2,25,4,13,8,0
Nebraska,Lincoln,19,0,2,,0,17,116,27,77,12,2
Nebraska,Madison,10,0,2,,0,8,51,11,32,8,0
Nebraska,Morrill,2,0,0,,0,2,39,6,29,4,0
Nebraska,Nemaha,9,0,2,,0,7,61,17,40,4,0
Nebraska,Otoe,3,0,0,,1,2,44,6,32,6,0
Nebraska,Pawnee,1,0,0,,0,1,44,10,33,1,0
Nebraska,Perkins,0,0,0,,0,0,21,7,10,4,0
Nebraska,Phelps,2,0,1,,0,1,25,6,16,3,0
Nebraska,Pierce,2,0,0,,0,2,11,5,5,1,0
Nebraska,Platte,15,0,2,,0,13,82,12,63,7,0
Nebraska,Red Willow,2,0,0,,0,2,18,7,9,2,0
Nebraska,Richardson,0,0,0,,0,0,27,6,21,0,0
Nebraska,Rock,0,0,0,,0,0,0,0,0,0,0
Nebraska,Saline,5,0,1,,0,4,33,9,19,5,1
Nebraska,Scotts Bluff,12,0,3,,1,8,128,62,58,8,0
Nebraska,Sheridan,14,0,1,,1,12,33,7,21,5,0
Nebraska,Sherman,1,0,0,,0,1,14,3,9,2,0
Nebraska,Stanton,6,0,4,,0,2,41,5,36,0,1
Nebraska,Thayer,1,0,0,,0,1,55,2,51,2,
Nebraska,Thurston,6,0,0,,1,5,16,3,7,6,1
Nebraska,Webster,2,0,0,,0,2,11,2,5,4,0
Nebraska,Wheeler,3,0,0,,0,3,0,0,0,0,0
Nebraska,York,2,0,2,,0,0,34,6,22,6,0
Nevada,Carson City,154,1,3,,18,132,971,206,681,84,6
Nevada,Storey,43,1,1,,0,41,73,21,46,6,1
Nevada,Washoe,132,1,24,,7,100,770,202,465,103,7
Nevada,Churchill,28,0,5,,0,23,185,63,108,14,2
Nevada,Douglas,67,0,11,,2,54,795,117,633,45,3
Nevada,Elko,48,2,0,,0,46,193,38,127,28,4
Nevada,Esmeralda,1,0,0,,0,1,5,1,4,0,0
Nevada,Eureka,7,0,1,,1,5,38,19,17,2,0
Nevada,Humboldt,29,0,4,,0,25,67,32,30,5,2
Nevada,Lander,40,3,12,,1,24,112,57,45,10,1
Nevada,Lincoln,3,0,1,,0,2,37,9,27,1,2
Nevada,Lyon,137,3,15,,8,111,567,138,367,62,7
Nevada,Mineral,6,0,1,,0,5,21,12,1,8,0
Nevada,Nye,80,0,13,,12,55,915,338,465,112,1
Nevada,Pershing,29,2,4,,0,23,46,20,25,1,0
Nevada,White Pine,13,0,1,,3,9,82,25,42,15,3
New Hampshire,Rockingham,7,0,3,,0,4,2,0,1,1,0
New Hampshire,Strafford,4,0,2,,0,2,1,0,1,0,0
New Hampshire,Carroll,13,0,1,,2,10,78,19,52,7,0
New Hampshire,Cheshire,0,0,0,,0,0,10,4,6,0,0
New Hampshire,Grafton,3,0,2,,0,1,5,0,5,0,0
New Hampshire,Merrimack,2,0,1,,0,1,0,0,0,0,0
New Jersey,Atlantic,0,0,0,,0,0,0,0,0,0,0
New Jersey,Bergen,8,0,0,,0,8,56,3,51,2,2
New Jersey,Burlington,0,0,0,,0,0,0,0,0,0,0
New Jersey,Camden,9,0,0,,1,8,32,2,30,0,0
New Jersey,Cape May,0,0,0,,0,0,2,0,2,0,0
New Jersey,Cumberland,0,0,0,,0,0,1,0,1,0,0
New Jersey,Essex,95,1,0,,46,48,79,19,59,1,0
New Jersey,Gloucester,6,0,0,,0,6,0,0,0,0,0
New Jersey,Hudson,0,0,0,,0,0,0,0,0,0,0
New Jersey,Hunterdon,0,0,0,,0,0,0,0,0,0,0
New Jersey,Mercer,2,0,0,,1,1,8,2,6,0,0
New Jersey,Middlesex,0,0,0,,0,0,0,0,0,0,0
New Jersey,Monmouth,2,0,0,,0,2,1,0,1,0,0
New Jersey,Morris,0,0,0,,0,0,0,0,0,0,0
New Jersey,Ocean,0,0,0,,0,0,5,3,2,0,0
New Jersey,Passaic,0,0,0,,0,0,0,0,0,0,0
New Jersey,Salem,0,0,0,,0,0,0,0,0,0,0
New Jersey,Somerset,0,0,0,,0,0,4,0,4,0,0
New Jersey,Sussex,0,0,0,,0,0,0,0,0,0,0
New Jersey,Union,0,0,0,,0,0,0,0,0,0,0
New Jersey,Warren,0,0,0,,0,0,0,0,0,0,0
New Mexico,Bernalillo,763,9,,52,122,580,2820,909,1452,459,103
New Mexico,Dona Ana,188,6,,42,6,134,834,308,437,89,
New Mexico,Sandoval,25,0,,3,1,21,166,47,111,8,
New Mexico,Santa Fe,111,1,,8,13,89,656,397,257,2,
New Mexico,Torrance,66,1,,11,4,50,193,106,59,28,
New Mexico,Valencia,386,0,,19,11,356,1196,414,516,266,
New Mexico,Catron,7,0,,0,0,7,17,3,12,2,
New Mexico,Chaves,62,1,,12,1,48,207,89,89,29,
New Mexico,Cibola,78,0,,3,0,75,91,44,33,14,
New Mexico,Colfax,12,0,,0,2,10,23,13,7,3,
New Mexico,Curry,18,2,,2,1,13,158,74,68,16,
New Mexico,De Baca,2,0,,0,1,1,31,16,11,4,
New Mexico,Eddy,39,2,,0,1,36,328,63,202,63,
New Mexico,Hidalgo,4,0,,0,1,3,18,11,6,1,
New Mexico,Lea,22,1,,5,2,14,384,135,215,34,
New Mexico,Lincoln,23,0,,4,0,19,102,48,49,5,
New Mexico,Luna,44,0,,0,1,43,242,91,123,28,
New Mexico,McKinley,85,1,,8,5,71,265,87,157,21,
New Mexico,Mora,5,0,,0,0,5,25,12,8,5,
New Mexico,Otero,124,0,,10,0,114,272,115,139,18,
New Mexico,Quay,3,0,,0,0,3,29,12,15,2,
New Mexico,San Miguel,8,0,,0,0,8,4,1,1,2,
New Mexico,Sierra,35,2,,8,0,25,76,27,41,8,
New Mexico,Socorro,18,0,,3,0,15,47,11,30,6,
New Mexico,Union,2,0,,0,0,2,11,8,3,0,
New York,Albany,19,0,7,,0,12,157,24,124,9,0
New York,Broome,45,0,13,,5,27,528,141,362,25,0
New York,Chemung,20,1,5,,2,12,390,40,342,8,1
New York,Dutchess,35,0,17,,2,16,496,112,378,6,0
New York,Erie,71,0,0,,12,59,762,141,600,21,5
New York,Herkimer,2,0,,0,0,2,0,0,0,0,0
New York,Jefferson,38,0,15,,1,22,272,48,218,6,0
New York,Livingston,31,1,10,,0,20,312,48,249,15,0
New York,Madison,16,0,9,,0,7,116,24,81,11,1
New York,Nassau,1157,12,38,,478,629,10660,1144,9054,462,68
New York,Niagara,70,0,17,,20,33,822,166,609,47,3
New York,Oneida,71,0,45,,1,25,342,96,229,17,1
New York,Onondaga,187,4,42,,34,107,1783,306,1409,68,9
New York,Ontario,61,0,28,,7,26,904,157,730,17,0
New York,Orange,14,0,0,,1,13,17,0,17,0,1
New York,Orleans,20,0,8,,1,11,200,56,140,4,0
New York,Oswego,56,0,26,,3,27,304,68,218,18,0
New York,Putnam,16,0,3,,4,9,291,44,243,4,0
New York,Rensselaer,15,1,2,,3,9,249,39,201,9,2
New York,Rockland,7,0,0,,0,7,33,2,30,1,0
New York,Saratoga,85,2,14,,2,67,1102,167,892,43,0
New York,Schenectady,1,0,,0,1,0,16,6,9,1,0
New York,Schoharie,2,0,2,,0,0,49,15,34,0,2
New York,Suffolk,63,0,,0,0,63,0,0,0,0,0
New York,Tioga,16,1,2,,1,12,181,51,119,11,1
New York,Ulster,30,1,4,,1,24,212,44,150,18,0
New York,Warren,44,0,17,,5,22,620,77,541,2,1
New York,Washington,27,0,20,,0,7,169,31,133,5,0
New York,Yates,16,0,5,,1,10,216,58,156,2,0
New York,Allegany,1,0,0,,0,1,1,0,1,0,0
New York,Cattaraugus,34,0,19,,1,14,282,80,180,22,4
New York,Cayuga,22,1,15,,2,4,166,49,113,4,1
New York,Chautauqua,51,0,17,,6,28,571,181,368,22,2
New York,Chenango,22,0,8,,0,14,319,69,248,2,0
New York,Clinton,8,0,0,,0,8,13,2,11,0,0
New York,Columbia,19,0,4,,1,14,285,77,203,5,0
New York,Cortland,7,0,4,,2,1,246,43,203,0,0
New York,Delaware,29,0,22,,3,4,110,31,73,6,0
New York,Essex,0,0,0,,0,0,6,0,6,0,0
New York,Franklin,0,0,,0,0,0,0,0,0,0,0
New York,Fulton,22,0,6,,0,16,345,51,283,11,2
New York,Genesee,39,0,16,,5,18,430,74,322,34,0
New York,Greene,7,0,,0,0,7,22,6,16,0,0
New York,Hamilton,3,0,,1,0,2,2,0,2,0,0
New York,Lewis,4,1,1,,0,2,65,26,38,1,0
New York,Montgomery,22,0,5,,3,14,392,47,343,2,0
New York,Otsego,19,0,0,,3,16,59,23,33,3,0
New York,Schuyler,7,0,1,,0,6,25,10,14,1,0
New York,Seneca,4,0,0,,0,4,51,14,35,2,0
New York,Steuben,13,0,7,,0,6,118,29,85,4,1
New York,St. Lawrence,14,0,2,,0,12,50,7,42,1,0
New York,Sullivan,29,1,0,,3,25,294,56,233,5,3
New York,Wyoming,14,0,3,,1,10,152,35,115,2,0
North Carolina,Alamance,95,3,,6,6,80,752,328,372,52,2
North Carolina,Alexander,83,4,,10,2,67,546,213,312,21,5
North Carolina,Buncombe,155,5,,9,28,113,1826,666,1019,141,8
North Carolina,Burke,91,5,,2,16,68,1143,459,575,109,2
North Carolina,Cabarrus,38,1,,3,19,15,730,231,461,38,4
North Carolina,Caldwell,95,1,,11,12,71,1271,492,686,93,6
North Carolina,Catawba,165,3,,21,16,125,1261,476,712,73,14
North Carolina,Chatham,55,2,,6,9,38,602,258,323,21,1
North Carolina,Currituck,37,0,,5,2,30,356,129,215,12,1
North Carolina,Davidson,105,5,,5,21,74,1621,938,562,121,5
North Carolina,Davie,58,0,,5,3,50,589,190,375,24,1
North Carolina,Durham,80,5,,5,22,48,566,231,295,40,0
North Carolina,Edgecombe,65,5,,6,13,41,461,202,233,26,7
North Carolina,Forsyth,276,2,,13,40,221,2168,551,1508,109,19
North Carolina,Franklin,69,4,,7,9,49,889,376,451,62,6
North Carolina,Gaston,15,0,,0,0,15,0,0,0,0,0
North Carolina,Haywood,148,1,,13,10,124,975,454,457,64,7
North Carolina,Iredell,205,3,,11,17,174,1449,457,874,118,4
North Carolina,Johnston,160,3,,16,39,102,1874,776,1000,98,7
North Carolina,Lincoln,85,0,,12,4,69,1024,305,655,64,6
North Carolina,Madison,7,1,,0,1,5,182,86,91,5,1
North Carolina,Nash,70,2,,11,5,52,425,183,218,24,2
North Carolina,New Hanover,155,2,,15,44,94,1779,468,1249,62,19
North Carolina,Orange,43,2,,5,6,30,505,213,273,19,1
North Carolina,Pamlico,6,0,,1,2,3,207,33,158,16,1
North Carolina,Pender,57,0,,11,8,38,867,208,607,52,2
North Carolina,Person,49,6,,3,3,37,294,133,149,12,2
North Carolina,Pitt,157,5,,6,28,118,1066,423,573,70,1
North Carolina,Rockingham,66,6,,2,14,44,916,406,466,44,4
North Carolina,Rowan,151,7,,12,14,118,905,293,562,50,4
North Carolina,Stokes,45,1,,0,0,44,772,216,514,42,1
North Carolina,Union,182,6,,21,38,117,2102,618,1387,97,16
North Carolina,Wake,173,5,,15,25,128,1678,582,967,129,14
North Carolina,Wayne,133,0,,4,29,100,1592,676,796,120,4
North Carolina,Yadkin,57,1,,4,6,46,485,179,268,38,1
North Carolina,Anson,33,0,,0,5,28,274,184,85,5,2
North Carolina,Ashe,24,0,,3,0,21,197,73,110,14,0
North Carolina,Beaufort,68,1,,5,9,53,496,190,285,21,1
North Carolina,Camden,10,0,,1,2,7,64,17,46,1,0
North Carolina,Caswell,73,4,,1,6,62,381,98,267,16,0
North Carolina,Cherokee,36,0,,6,5,25,611,172,404,35,9
North Carolina,Chowan,16,0,,1,1,14,127,60,64,3,4
North Carolina,Clay,26,1,,1,1,23,278,117,138,23,0
North Carolina,Columbus,72,2,,4,13,53,1004,523,416,65,2
North Carolina,Dare,13,0,,1,0,12,523,128,389,6,0
North Carolina,Duplin,93,5,,5,7,76,750,284,415,51,8
North Carolina,Halifax,69,3,,1,13,52,,,504,18,6
North Carolina,Harnett,233,4,,14,33,182,1868,734,1032,102,19
North Carolina,Hertford,21,5,,0,2,14,227,124,93,10,0
North Carolina,Lee,47,2,,4,10,31,515,136,346,33,3
North Carolina,Lenoir,122,3,,10,24,85,663,285,348,30,5
North Carolina,Martin,49,0,,1,6,42,234,100,115,19,5
North Carolina,McDowell,37,1,,8,9,19,706,247,383,76,22
North Carolina,Montgomery,43,2,,4,4,33,284,149,120,15,3
North Carolina,Northampton,34,2,,4,4,24,276,163,97,16,3
North Carolina,Pasquotank,35,1,,2,3,29,259,92,160,7,0
North Carolina,Perquimans,4,0,,0,0,4,86,59,24,3,2
North Carolina,Polk,16,1,,3,1,11,255,78,161,16,1
North Carolina,Richmond,156,3,,6,23,124,,440,,66,5
North Carolina,Rutherford,103,0,,0,5,98,1010,542,391,77,9
North Carolina,Sampson,100,3,,9,22,66,,,359,75,5
North Carolina,Scotland,57,3,,7,7,40,,,167,44,11
North Carolina,Stanly,29,1,,1,2,25,440,183,244,13,7
North Carolina,Surry,51,1,,13,9,28,1089,466,567,56,13
North Carolina,Swain,20,0,,4,2,14,205,101,89,15,0
North Carolina,Transylvania,24,0,,5,6,13,309,137,156,16,3
North Carolina,Tyrrell,8,0,,2,0,6,40,5,35,0,0
North Carolina,Vance,69,5,,1,13,50,707,309,362,36,6
North Carolina,Watauga,26,0,,0,3,23,293,28,257,8,0
North Carolina,Wilkes,115,2,,8,12,93,740,330,373,37,12
North Carolina,Wilson,57,6,,2,4,45,731,201,501,29,2
North Carolina,Yancey,7,0,,2,0,5,66,36,28,2,0
North Dakota,Burleigh,20,0,5,,0,15,246,82,128,36,1
North Dakota,Cass,17,0,11,,0,6,171,59,91,21,3
North Dakota,Grand Forks,4,0,1,,0,3,113,35,69,9,0
North Dakota,Morton,10,0,4,,1,5,115,26,74,15,4
North Dakota,Oliver,0,0,0,,0,0,7,3,3,1,0
North Dakota,Sioux,0,0,0,,0,0,2,2,0,0,0
North Dakota,Adams,1,0,0,,0,1,5,1,4,0,0
North Dakota,Barnes,0,0,0,,0,0,57,30,21,6,0
North Dakota,Benson,3,0,0,,0,3,41,4,31,6,1
North Dakota,Billings,1,0,0,,0,1,10,3,7,0,0
North Dakota,Bottineau,4,0,0,,0,4,70,19,37,14,0
North Dakota,Bowman,0,0,0,,0,0,7,1,1,5,0
North Dakota,Burke,0,0,0,,0,0,5,1,4,0,0
North Dakota,Cavalier,3,0,2,,0,1,30,9,19,2,0
North Dakota,Dickey,0,0,0,,0,0,10,3,7,0,1
North Dakota,Divide,0,0,0,,0,0,2,0,1,1,0
North Dakota,Dunn,1,0,0,,0,1,30,5,21,4,1
North Dakota,Eddy,7,0,4,,0,3,27,5,19,3,0
North Dakota,Emmons,3,0,1,,0,2,36,9,21,6,1
North Dakota,Foster,0,0,0,,0,0,6,4,2,0,0
North Dakota,Golden Valley,1,1,0,,0,0,2,0,1,1,0
North Dakota,Grant,2,0,1,,0,1,7,4,3,0,0
North Dakota,Griggs,0,0,0,,0,0,13,6,6,1,0
North Dakota,Hettinger,2,0,0,,0,2,23,4,16,3,1
North Dakota,Kidder,0,0,0,,0,0,14,2,5,7,0
North Dakota,Lamoure,1,0,0,,0,1,1,0,0,1,0
North Dakota,Logan,0,0,0,,0,0,6,2,4,0,0
North Dakota,McHenry,2,0,0,,0,2,46,12,28,6,0
North Dakota,McIntosh,0,0,0,,0,0,3,2,1,0,0
North Dakota,McKenzie,25,0,5,,0,20,205,40,122,43,0
North Dakota,McLean,12,0,3,,0,9,132,24,88,20,1
North Dakota,Mercer,9,0,0,,1,8,22,5,14,3,0
North Dakota,Mountrail,6,0,1,,0,5,77,5,61,11,2
North Dakota,Nelson,3,0,1,,0,2,47,7,36,4,0
North Dakota,Pembina,3,0,1,,0,2,69,16,37,16,1
North Dakota,Pierce,3,0,1,,0,2,20,8,8,4,0
North Dakota,Ramsey,4,0,0,,0,4,34,5,18,11,0
North Dakota,Ransom,6,1,0,,0,5,24,10,8,6,0
North Dakota,Renville,2,0,0,,0,2,11,1,6,4,0
North Dakota,Richland,7,0,3,,0,4,100,19,70,11,0
North Dakota,Rolette,6,0,0,,1,5,46,14,27,5,1
North Dakota,Sargent,5,0,1,,0,4,13,2,8,3,0
North Dakota,Sheridan,1,0,0,,0,1,21,4,16,1,0
North Dakota,Slope,0,0,0,,0,0,1,0,0,1,0
North Dakota,Stark,3,0,0,,0,3,48,7,29,12,0
North Dakota,Steele,1,0,0,,0,1,1,0,1,0,0
North Dakota,Stutsman,4,0,4,,0,0,68,18,44,6,0
North Dakota,Traill,3,0,1,,1,1,56,16,36,4,1
North Dakota,Walsh,7,0,1,,0,6,87,12,70,5,1
North Dakota,Ward,30,0,7,,6,17,227,88,91,48,0
North Dakota,Wells,2,0,0,,0,2,4,0,2,2,0
North Dakota,Williams,18,0,4,,0,14,224,54,129,41,0
Ohio,Allen,27,0,6,,14,7,870,205,639,26,3
Ohio,Belmont,45,1,21,,1,22,374,77,274,23,1
Ohio,Brown,17,1,5,,2,9,309,103,191,15,1
Ohio,Butler,45,0,17,,6,22,1035,276,748,11,2
Ohio,Clark,46,0,10,,9,27,1174,303,807,64,4
Ohio,Clermont,98,1,27,,7,63,1366,501,814,51,3
Ohio,Delaware,63,1,23,,14,25,1107,246,847,14,5
Ohio,Fairfield,40,0,14,,1,25,946,143,791,12,4
Ohio,Fulton,15,2,7,,1,5,250,82,156,12,4
Ohio,Geauga,20,2,7,,2,9,210,49,144,17,2
Ohio,Greene,15,0,7,,2,6,384,101,262,21,4
Ohio,Hamilton,183,2,41,,38,102,2743,436,2163,144,12
Ohio,Hocking,14,0,5,,1,8,358,120,218,20,3
Ohio,Jefferson,2,0,0,,0,2,55,19,33,3,0
Ohio,Lake,240,0,,15,10,215,341,93,244,4,1
Ohio,Lawrence,75,1,19,,8,47,663,191,443,29,2
Ohio,Lorain,50,0,17,,8,25,686,260,385,41,4
Ohio,Lucas,128,3,26,,31,68,852,240,518,94,5
Ohio,Madison,20,0,8,,4,8,444,148,274,22,7
Ohio,Mahoning,1,0,,0,0,1,94,30,53,11,0
Ohio,Medina,2,0,0,,0,2,106,36,70,0,0
Ohio,Miami,24,0,12,,2,10,372,107,252,13,2
Ohio,Montgomery,234,7,50,,89,88,1440,527,723,190,23
Ohio,Perry,15,0,10,,2,3,150,42,105,3,2
Ohio,Pickaway,29,0,3,,3,23,700,173,497,30,2
Ohio,Portage,48,4,,10,13,21,1109,294,778,37,7
Ohio,Richland,57,3,24,,7,23,1164,447,694,23,5
Ohio,Stark,89,1,22,,17,49,1659,379,1146,134,10
Ohio,Summit,63,1,22,,13,27,1050,214,791,45,7
Ohio,Trumbull,19,1,4,,3,11,332,130,174,28,2
Ohio,Union,17,0,7,,1,9,173,48,113,12,1
Ohio,Warren,58,0,11,,13,34,912,150,703,59,2
Ohio,Wood,13,0,7,,1,5,358,85,251,22,4
Ohio,Adams,6,0,3,,0,3,157,57,83,17,1
Ohio,Ashland,31,1,15,,4,11,190,63,116,11,0
Ohio,Ashtabula,54,1,10,,14,29,640,172,438,30,4
Ohio,Athens,19,0,5,,3,11,458,145,284,29,1
Ohio,Champaign,17,1,4,,0,12,330,108,191,31,3
Ohio,Clinton,2,0,0,,0,2,28,9,19,0,0
Ohio,Columbiana,19,1,9,,0,9,5,3,2,0,0
Ohio,Coshocton,39,0,9,,5,25,514,184,307,23,7
Ohio,Crawford,6,0,5,,0,1,138,61,70,7,0
Ohio,Defiance,22,1,13,,3,5,141,38,102,1,0
Ohio,Erie,3,0,0,,1,2,378,84,289,5,0
Ohio,Fayette,24,2,10,,5,7,513,157,346,10,2
Ohio,Gallia,21,1,4,,2,14,302,98,188,16,1
Ohio,Hancock,12,1,3,,2,6,227,80,142,5,0
Ohio,Hardin,8,0,2,,1,5,147,43,97,7,2
Ohio,Harrison,6,0,1,,2,3,94,34,56,4,1
Ohio,Henry,20,2,1,,1,16,164,43,120,1,0
Ohio,Highland,26,4,6,,1,15,385,130,237,18,7
Ohio,Holmes,5,1,4,,0,0,204,50,139,15,1
Ohio,Jackson,26,1,12,,7,6,234,73,148,13,4
Ohio,Knox,33,0,18,,0,15,487,99,388,0,2
Ohio,Logan,14,1,3,,0,10,368,148,210,10,2
Ohio,Marion,38,0,19,,12,7,1175,166,1001,8,4
Ohio,Meigs,36,2,4,,6,24,232,71,146,15,5
Ohio,Mercer,11,0,3,,1,7,138,18,111,9,1
Ohio,Monroe,11,0,5,,0,6,56,19,31,6,1
Ohio,Morgan,24,0,5,,1,18,172,57,101,14,3
Ohio,Muskingum,48,0,27,,9,12,1029,310,653,66,5
Ohio,Noble,0,0,0,,0,0,88,24,59,5,1
Ohio,Ottawa,8,0,,5,2,1,231,50,178,3,0
Ohio,Paulding,14,1,7,,1,5,138,39,99,0,0
Ohio,Pike,22,1,7,,2,12,335,100,202,33,0
Ohio,Preble,14,2,6,,3,3,307,125,169,13,0
Ohio,Putnam,13,1,8,,0,4,91,21,68,2,0
Ohio,Ross,120,1,31,,12,76,1316,405,844,67,11
Ohio,Sandusky,54,0,,0,1,53,211,41,166,4,
Ohio,Scioto,40,0,13,,11,16,1026,344,620,62,9
Ohio,Seneca,70,0,,4,64,2,319,91,228,0,0
Ohio,Shelby,15,0,2,,1,12,245,59,177,9,2
Ohio,Tuscarawas,10,0,4,,1,5,346,107,215,24,2
Ohio,Van Wert,9,1,7,,0,1,138,46,88,4,1
Ohio,Vinton,20,0,8,,2,10,108,50,54,4,0
Ohio,Washington,31,1,6,,1,23,305,94,190,21,2
Ohio,Wayne,32,0,12,,2,18,497,202,270,25,0
Ohio,Wyandot,2,0,0,,0,2,17,8,9,0,0
Oklahoma,Canadian,15,0,3,,1,11,144,29,97,18,0
Oklahoma,Cleveland,58,1,14,,3,40,286,102,144,40,6
Oklahoma,Comanche,21,0,3,,2,16,273,109,129,35,2
Oklahoma,Cotton,2,0,0,,0,2,40,9,30,1,1
Oklahoma,Creek,57,2,11,,3,41,431,139,233,59,6
Oklahoma,Garfield,17,0,6,,0,11,152,52,82,18,6
Oklahoma,Grady,34,0,7,,0,27,334,114,187,33,6
Oklahoma,Le Flore,68,3,8,,2,55,376,139,207,30,5
Oklahoma,Lincoln,25,1,5,,2,17,149,50,81,18,4
Oklahoma,Logan,34,1,12,,1,20,327,145,152,30,3
Oklahoma,McClain,26,1,8,,2,15,251,89,135,27,3
Oklahoma,Oklahoma,32,5,3,,0,24,183,52,97,34,0
Oklahoma,Okmulgee,36,1,5,,3,27,309,145,127,37,4
Oklahoma,Osage,47,0,13,,4,30,370,131,199,40,4
Oklahoma,Pawnee,36,0,0,,9,27,93,47,28,18,2
Oklahoma,Rogers,89,2,14,,6,67,626,260,296,70,8
Oklahoma,Sequoyah,72,0,13,,1,58,406,171,186,49,6
Oklahoma,Tulsa,241,2,26,,12,201,929,403,341,185,6
Oklahoma,Wagoner,68,1,12,,6,49,601,231,313,57,10
Oklahoma,Adair,73,0,1,,1,71,191,75,95,21,3
Oklahoma,Alfalfa,3,0,1,,0,2,16,5,9,2,1
Oklahoma,Atoka,3,0,1,,1,1,55,20,28,7,2
Oklahoma,Beaver,0,0,0,,0,0,27,9,17,1,0
Oklahoma,Beckham,21,0,2,,1,18,148,60,76,12,8
Oklahoma,Blaine,2,0,0,,1,1,41,24,15,2,0
Oklahoma,Caddo,21,0,3,,0,18,184,55,114,15,3
Oklahoma,Carter,20,1,6,,0,13,205,96,101,8,2
Oklahoma,Cherokee,88,0,10,,5,73,436,173,211,52,10
